品牌,新车价格,里程(万公里),价格,
保时捷,61.9,1.7,51.8,
荣威,7.99,2.7,5.38,
吉利汽车,9.39,2,7.1,
埃安,14.86,5.6,9.98,
丰田,82.3,7,82.8,
奔驰,60.48,9,35.8,
宝马,46.39,4.4,37.2,
吉利汽车,8.39,0.8,6.38,
奥迪,41.98,9.3,26.68,
长安,12.49,5,8.48,
宝马,50.69,0.53,44.8,
奔驰,189.2,2.8,198.8,
大众,14.98,1.5,12.68,
吉利汽车,12.68,6.5,7.57,
奔驰,128.56,4,103.8,
丰田,77.1,16,55.8,
凯迪拉克,44.97,0.01,34.38,
长安启源,暂无报价,0.16,10.68,
奇瑞,暂无报价,0.01,11.68,
奔驰,暂无报价,0.05,136.8,
本田,22.98,9,13.88,
红旗,14.88,3.9,10.2,
路虎,65.8,1.5,47.8,
奔驰,37.73,0.9,30.68,
哈弗,13.59,2,10.5,
雷克萨斯,27.9,10.2,16.9,
大众,12.2,9.91,6.38,
长安,10.79,1.6,7.88,
保时捷,92.3,2,86.7,
保时捷,120.6,7.6,78.35,
比亚迪,14.99,9.13,7.88,
长城,14.98,7.3,9.8,
本田,18.98,3.5,13.98,
奔驰,98.88,1.3,76.9,
奔驰,42.98,2.28,31.6,
宝马,47.19,4,32.8,
宝马,47.98,6.6,29.38,
坦克,22,0.48,19.9,
路虎,72.8,0.5,59.8,
宝马,42.99,10,22.88,
丰田,8.58,2,6.68,
别克,23.29,5,17.3,
路虎,100.8,3.6,70.9,
丰田,23.98,4.38,16.88,
本田,26.68,11,14.38,
奔驰,28.98,5.8,28.8,
奔驰,35.12,2,27.78,
奔驰,35.33,1,26.48,
雷克萨斯,37.89,5.5,26.8,
奔驰,50.41,3.7,46.3,
大众,30.59,1.1,23,
奥迪,38.58,0.52,30.58,
保时捷,54.5,2.8,40.98,
奥迪,42.08,0.01,33.5,
奔驰,39.78,5.3,30.18,
宝马,34.53,1.65,26.2,
大众,37.5,1.6,28.6,
比亚迪,11.28,8.2,6.28,
奥迪,45.49,0.01,38.5,
宝马,38.98,6.5,26.68,
保时捷,116.8,7.3,79.8,
宝马,78.69,2,53.8,
坦克,19.58,2,14.98,
MINI,暂无报价,0.6,31.8,
高合,暂无报价,0.01,32.8,
奔驰,87.68,8.5,56.5,
现代,8.49,6,5.5,
奥迪,41.28,1.76,31.8,
奥迪,40.98,7.2,26.58,
福特,21.68,1.3,16.8,
本田,18.98,5.7,12.38,
别克,31.39,3.2,25.8,
MINI,25.48,0.2,20.98,
别克,53.39,0.01,43.9,
奔驰,132.9,0.78,109.8,
宾利,269,4,199.8,
奥迪,41.98,1.44,32.98,
奔驰,46.58,6,34.8,
奥迪,62.68,0.1,51.98,
比亚迪,20.28,0.06,16.8,
保时捷,54.5,0.89,49.8,
别克,40.39,1.4,33.6,
北京汽车,11.99,0.01,9.99,
别克,18.99,9,11.3,
奔驰,29.38,0.01,34.58,
本田,18.98,6.45,13.68,
奔驰,128.56,3.05,98.48,
奥迪,45.49,0.01,38.8,
宝马,47.55,0.5,42.8,
奥迪,52.18,0.01,46.98,
奥迪,52.18,0.01,44.9,
奔驰,87.68,11,53.8,
宝马,42.39,1.5,34.8,
吉利几何,17.98,5.7,9.58,
五菱汽车,8.98,1.2,8.5,
丰田,82.3,6.4,81.7,
保时捷,54.5,4.3,42.8,
保时捷,99.8,0.6,115.8,
保时捷,97.3,3.7,88.8,
大众,31.5,1.3,28,
福特,暂无报价,9,43,
奔驰,暂无报价,9.3,55.7,
奔驰,44.32,2.1,37.8,
凯迪拉克,29.97,3,21.98,
广汽传祺,19.28,1.5,17.38,
保时捷,55.4,0.6,54.6,
比亚迪,15.18,4,9.98,
劳斯莱斯,780,0.27,780.2,
奥迪,145.38,0.01,181.6,
坦克,35.5,2.1,29.7,
路虎,82.8,4.5,72.8,
保时捷,101.8,1.54,93.8,
保时捷,55.4,0.4,53.8,
路虎,暂无报价,9.5,83.7,
日产,暂无报价,8,25.8,
路虎,暂无报价,8.5,97.7,
宾利,暂无报价,6,123.1,
别克,23.29,0.05,29.8,
宝马,42.39,3.5,34.98,
丰田,43.58,9,37.9,
保时捷,56.5,0.5,58.8,
保时捷,56.5,0.4,56.8,
广汽传祺,17.98,2,15.88,
保时捷,87.8,0.55,88.8,
福特,暂无报价,8.6,10.88,
林肯,26.98,4,19.8,
坦克,22,2,19.8,
丰田,24.48,4,17.98,
别克,34.39,4,26.98,
路虎,164.8,0.5,171.8,
奔驰,61.68,0.1,65,
保时捷,暂无报价,0.8,62.8,
保时捷,暂无报价,13,16.98,
路虎,暂无报价,12,71.8,
奔驰,61.68,0.1,65.8,
奔驰,61.68,0.1,66.8,
奔驰,158.8,7.8,166,
比亚迪,暂无报价,21.3,4.98,
东风,暂无报价,2,18.8,
奔驰,61.68,0.1,68,
坦克,21.38,8,18.3,
奔驰,62.98,0.1,69.8,
奔驰,61.68,0.1,69,
丰田,77.2,9.7,74,
奔驰,61.68,0.1,69.8,
奔驰,34.78,3,33.7,
奥迪,暂无报价,14.3,16.68,
丰田,暂无报价,3.3,36.8,
奔驰,189.2,1.3,209.8,
路虎,87.8,4.2,75.6,
路虎,119.8,0.01,135,
保时捷,101.8,4.3,89.8,
日产,暂无报价,6.9,31.98,
丰田,暂无报价,4.3,31.8,
路虎,暂无报价,7.9,103.8,
丰田,暂无报价,5.3,83.8,
路虎,暂无报价,10.5,71.7,
奔驰,暂无报价,2.8,97.8,
日产,暂无报价,9,24.98,
奔驰,暂无报价,1,45.6,
奔驰,暂无报价,4.7,61.8,
奔驰,61.68,0.1,75.8,
路虎,69.8,0.87,89.8,
奥迪,暂无报价,8,33.6,
丰田,暂无报价,5,69.8,
奔驰,61.68,0.1,79.8,
奔驰,34.78,0.3,56.7,
路虎,暂无报价,14,61.8,
Jeep,暂无报价,12,29.6,
保时捷,暂无报价,11.8,20.31,
路虎,暂无报价,14,29.8,
丰田,暂无报价,5,85,
路虎,暂无报价,16,53.8,
奥迪,暂无报价,4.7,58,
奔驰,暂无报价,0.8,58,
丰田,暂无报价,0.01,116,
奔驰,61.68,0.1,89.8,
奥迪,22.33,2.37,14.3,
北京汽车,10.99,6.6,5.28,
奔驰,35.08,7,16.88,
奔驰,32.52,1.6,22.3,
宝马,32.38,6,14.28,
奔驰,44.7,8,22.18,
雷克萨斯,43.7,3.1,23.6,
雷克萨斯,37.4,6.4,20.5,
保时捷,64.8,8,27.8,
丰田,20.28,6.3,9.68,
本田,19.28,4,11.58,
长安,15.99,0.13,10.98,
奔驰,29.98,1.6,21.88,
奔驰,32.52,1.7,22.5,
奔驰,24.98,4.5,15.28,
奥迪,76.08,3.6,24.68,
别克,39.99,5.1,24.58,
丰田,25.78,5.1,14.98,
雷克萨斯,70.4,6.9,38.9,
保时捷,88.8,0.8,49.8,
名爵,11.78,2.1,4.98,
别克,25.29,9.53,2.38,
玛莎拉蒂,140.58,3.3,59.8,
福田,16.38,4.9,5.68,
奥迪,30.98,8,6.98,
雪佛兰,18.19,8,2.65,
别克,23.59,5.3,7.38,
Jeep,24.49,8.8,4.58,
奔驰,42.98,5.8,20.58,
奥迪,67.9,8.11,18.5,
AITO,30.98,2.25,22.58,
Jeep,15.88,3,5.68,
奔驰,35.12,1.18,28.57,
别克,25.59,6.72,4.98,
奥迪,28.56,10,9.18,
宝马,83.1,12.9,12.8,
雪佛兰,17.49,5,7.03,
保时捷,91.3,2.3,78.8,
宝马,49.46,14,9.99,
福特,14.88,12,1.86,
马自达,15.48,18,1.28,
本田,23.98,12.8,3.08,
丰田,29.88,13,5.07,
日产,10.86,2.9,4.98,
大众,23.98,6,7.18,
奔驰,36.92,0.91,30.78,
福特,12.78,11.53,2.8,
奥迪,49.98,14,8.8,
名爵,13.28,5.9,4.58,
奥迪,32.99,8.6,5.98,
蔚来,29.8,1.8,23.8,
东风风光,10.1,8.1,3.5,
丰田,35.3,21,3.58,
东南,12.39,9.01,3.28,
奔驰,131.76,0.01,68,
丰田,17.98,10.5,11.5,
吉利汽车,13.87,3,7.2,
奥迪,26,7,10.28,
奥迪,28.56,7,10.18,
比亚迪,20.98,0.16,17.88,
Jeep,119.99,13.3,22.8,
别克,11.99,5.6,5.28,
奔驰,26.98,11.69,8.58,
Jeep,55.99,3.05,24.9,
福特,18.98,7,5.28,
奥迪,33.38,8.2,7.9,
日产,8.98,11,3.98,
大众,21.88,12.1,4.38,
奔驰,85.8,13.68,13.9,
凯迪拉克,30.88,8.8,7.48,
奥迪,41.98,3.92,29.3,
保时捷,92.2,12,18.8,
丰田,38.98,12.38,25.68,
别克,19.99,9,4.98,
凯迪拉克,30.88,9,6.48,
别克,16.16,1.8,8.08,
奥迪,30.73,3.83,17.9,
本田,20.28,1.48,16.88,
奔驰,46.8,16.15,11.88,
比亚迪,16.48,2.2,10.68,
丰田,41.2,16,7.98,
奥迪,33.29,6,10.68,
奔驰,27.18,6,10.98,
大众,11.98,14.1,2.36,
宝马,35.88,10.63,9.98,
大众,39.28,5.9,20.8,
宝马,47.69,11,23.38,
现代,17.99,9,5.88,
宝马,34.98,4.6,15.8,
日产,21.98,16,3.68,
雷克萨斯,36.8,3.7,18.3,
宝马,34.68,5.2,14.38,
领克,13.98,1.6,8.68,
吉利汽车,9.99,4.3,4.98,
奥迪,59.98,10.2,22.5,
哈弗,11.3,5,5.68,
宝马,43.56,12,12.88,
大众,16.92,4.88,9.88,
领克,19.98,3.33,13.38,
奥迪,36.88,11.5,12.3,
小鹏汽车,27.09,5,14.68,
大众,23.49,7.4,10.8,
奥迪,40.98,28.8,10.5,
雷克萨斯,28.3,0.9,17.8,
斯柯达,17.98,12.3,7.58,
奔驰,31.28,7.5,14.5,
宝马,40.5,0.01,25.58,
日产,11.86,1,6.98,
长安,13.88,6.5,6.48,
奔驰,32.88,4.83,16.8,
别克,26.99,11.1,11.58,
长安,7.99,5.63,3.78,
奇瑞,10.99,2.1,6.6,
奔驰,39.08,2.25,21.9,
大众,23.49,7.8,10.22,
本田,19.38,10.9,7.78,
奔驰,26.88,6.7,14.15,
上汽大通MAXUS,31.89,4.7,16.78,
日产,11.9,3.2,7.29,
本田,18.98,8.2,12.38,
奔驰,31.08,4.9,19,
本田,23.98,19,1.8,
丰田,19.68,9,7.98,
奔驰,29.48,1.9,21.8,
马自达,12.59,12,5.18,
北京,20.49,3.5,11.8,
丰田,33.98,9,13.98,
奥迪,41.98,4.8,31.18,
奥迪,33.58,7.29,16.68,
奔驰,28.28,4.5,15.18,
雷克萨斯,25.9,4,15,
宝骏,4.98,5.01,2.68,
奥迪,31.88,1.6,19.9,
马自达,18.88,12,6.3,
名爵,14.68,9.3,1.28,
奔驰,42.8,11,17.8,
宝马,50.69,7.8,29.58,
大众,21.99,5.5,12.88,
雪佛兰,12.79,13.2,1.68,
奥迪,31.28,1.59,21.8,
丰田,24.08,2.3,15.79,
奔驰,31.48,9.5,12.91,
华颂,23.77,8.4,5.88,
威马汽车,20.73,4,5.98,
大众,16.29,6.9,9.38,
奔驰,39.6,9.55,19.5,
红旗,19.98,5,12.38,
奔驰,104.88,5.9,69.3,
奥迪,41.38,10.33,20.58,
奥迪,37.7,12,7.88,
Polestar极星,33.8,1.28,14.08,
宝马,49.69,8.4,26.88,
五菱汽车,12.58,1.1,8.38,
奥迪,31.71,1.9,19.88,
丰田,8.78,3.39,5.5,
长安凯程,5.69,3.8,3.8,
别克,26.99,10.29,5.78,
奔驰,40.81,0.5,29,
长安,11.49,2,7.68,
比亚迪,29.18,1.9,19.5,
奥迪,41.98,7.6,22.88,
本田,27.98,9,14.18,
广汽传祺,21.93,12,3.88,
领克,21.28,4.96,14.28,
丰田,34,11.6,15.88,
MINI,20.18,6.8,11.88,
雪佛兰,8.89,7.5,3.8,
奔驰,61.8,9,8.58,
丰田,9.18,3.07,6.6,
凯迪拉克,41.27,4.3,26.3,
标致,17.17,10,2.45,
别克,28.8,11.5,2.96,
奔驰,34.68,5.4,22.28,
本田,20.28,3.1,16.38,
雷克萨斯,35.58,1.7,24.4,
宝骏,6.38,5.9,4.38,
奥迪,58.18,1.26,44.9,
奔驰,49.98,8.8,32.38,
别克,20.39,9.3,2.28,
道奇,29.19,11,4.9,
大众,21.99,4.85,15.5,
凯迪拉克,46.98,13,7.9,
本田,32.88,5.8,21.8,
现代,11.38,9.11,0.98,
福特,12.78,13.2,1.68,
丰田,8.58,6.07,5.38,
雪佛兰,18.99,6.2,4.88,
奥迪,48.98,0.67,38.9,
本田,12.99,6.3,7.68,
奔驰,26.48,1.95,17.8,
广汽传祺,21.98,4.2,13.88,
雷克萨斯,38.4,5.2,24.3,
奔驰,189.2,1.37,205.8,
哈弗,10.38,14.9,1.88,
长安,12.38,8,3.28,
斯柯达,16.9,9.8,1.68,
宝马,89.6,16.77,8.98,
奥迪,41.78,10.72,21.5,
奇瑞,7.39,7.3,1.98,
起亚,8.88,8.6,1.28,
福田,16.38,5.4,5.78,
丰田,14.28,2,9.18,
丰田,8.58,5.19,5.5,
奥迪,33.35,20,2.18,
雷克萨斯,68.8,18,7.3,
奇瑞新能源,7.69,1.1,5.25,
东风风神,8.39,0.1,6.1,
丰田,29.48,5,15.38,
凯迪拉克,29.38,10.3,11.68,
别克,59.9,18.6,3.98,
别克,9.99,8.8,1.5,
比亚迪,16.78,1,11.58,
MINI,27.8,7.28,5.4,
奔驰,120.48,2.2,83,
奔腾,14.38,10,1.6,
宝马,43.68,2,31.99,
沃尔沃,46.99,12.8,7.36,
奔驰,44.78,7.17,21.8,
日产,10.86,0.01,7.98,
奥迪,43.98,4.1,31.18,
雷克萨斯,37.89,2.2,30,
宝马,43.68,0.62,34.5,
荣威,26.59,11,5.68,
领克,17.68,2.5,13.28,
奔驰,31.09,1.88,23.38,
特斯拉,29.18,2.1,17.1,
东南,11.99,7.8,3.58,
大众,30.98,14,5.4,
宝马,94.6,28.7,4.78,
本田,18.59,1.5,13.29,
宝马,63.9,3.4,58.8,
奥迪,22.67,2.2,10.58,
爱驰,22.99,6.3,7.88,
奔驰,29.98,2.77,22.6,
别克,14.99,3.9,3.9,
奥迪,38.99,14,5.35,
雪铁龙,18.19,9.8,3.99,
标致,13.69,8,2.98,
奔驰,36.92,0.05,29.5,
坦克,35.5,5.02,28.8,
奔驰,43.68,12.14,22.9,
奔驰,73.88,4.81,56.9,
捷豹,57.8,9,13.6,
奔驰,49.89,2.8,40.68,
东南,7.66,14.4,1.5,
上汽大通MAXUS,14.58,6.6,5.88,
本田,29.28,4.31,21.5,
现代,10.98,6.4,3.08,
奥迪,44.38,4.4,30.88,
海马,7.89,5.8,2.58,
奥迪,23.73,5.14,9.68,
哈弗,9.99,8,6.58,
宝马,36.99,0.5,28.98,
奔驰,39.48,5.4,29.28,
smart,12.68,6.5,4.18,
保时捷,92.2,10,18.88,
比亚迪,15.18,2,10.68,
日产,10.86,0.01,8.98,
三菱,15.98,15,1.98,
宝马,31.69,1.5,24.98,
本田,22.89,0.3,18.98,
福特,13.09,6.9,3.28,
奥迪,54.49,9.73,13.88,
宝马,46.19,5,34.8,
丰田,28.98,8,19.38,
大众,15.49,8,5.88,
保时捷,101.8,4.5,76.8,
奔驰,39.28,3.3,29.7,
奔驰,37.73,0.87,31.58,
雷克萨斯,32.4,1.3,19.1,
东风,6.78,10.2,1.48,
奥迪,49.98,10.28,10.88,
本田,12.98,9,4.98,
奥迪,29.1,7,8.8,
标致,11.48,12.5,2.98,
北京,18.98,6.16,12.8,
沃尔沃,42.59,3.6,26.99,
福特,12.48,9,3.28,
日产,13.78,0.82,8.5,
别克,28.99,13.9,16.68,
福特,19.38,8,5.56,
起亚,11.88,4.8,4.88,
本田,33.18,0.01,28.8,
大众,13.29,0.01,10.98,
奔驰,29.98,1,23.5,
江铃,10.08,14,2.5,
长安,11.39,4,6.6,
大众,11.29,3.8,6.58,
宝马,32.59,10,13.58,
别克,18.99,14.2,4.78,
比亚迪,10.69,7.8,3.58,
中兴,10.58,5,5.3,
丰田,13.48,12,5.66,
东风风行,6.69,8,1.98,
宝马,89.8,26,11.8,
标致,15.97,1.3,8,
现代,14.98,2.7,7.5,
魏牌,18.88,5.5,7.9,
大众,22.29,8.5,7.58,
福田,6.39,17,1.65,
沃尔沃,39.09,5.3,19.68,
宝马,33.3,11,8.58,
理想汽车,33.98,0.01,29.9,
比亚迪,23.78,3.6,15.98,
吉利汽车,16.82,1.3,14.1,
理想汽车,31.98,1.3,26.78,
领克,32.79,3.74,23.38,
奔驰,28.98,7.73,9.96,
别克,9.19,13.4,2.8,
大众,19.88,14,5.2,
MINI,27.6,10.4,7.28,
日产,12.68,13.6,2.8,
三菱,24.88,20.9,5.48,
起亚,18.08,6.5,6.98,
启辰,12.66,1.62,10.68,
北汽幻速,3.98,2.7,1.38,
大众,18.39,3,7.98,
福特,16.99,10.8,4.55,
MINI,29.33,2.3,22.88,
斯巴鲁,21.98,8.5,8.99,
大众,10.69,13,2.6,
大众,81.98,5.4,43.88,
保时捷,55,5,27.2,
雪佛兰,17.99,6,7.38,
瑞驰,13.68,2.4,6.18,
雷克萨斯,29,9.1,18,
兰博基尼,291.2,2.2,253.8,
比亚迪,9.99,3.63,4.98,
保时捷,91.3,3.78,75.8,
宝马,49.68,7.12,24.8,
奥迪,74.26,18,15.88,
宝马,27.6,11.07,9.3,
别克,21.99,9,7.38,
比亚迪,10.98,1.64,5.98,
沃尔沃,39.19,6,19.76,
奥迪,41.88,12.3,15.9,
本田,18.98,13,8.8,
宝马,83.8,8.6,28.78,
本田,8.58,8.5,4.85,
铃木,11.98,13,3.88,
奥迪,139.1,4,73.8,
长安凯程,7.08,7.4,3.48,
五菱汽车,4.58,10,1.68,
福特,12.18,8.9,5.98,
别克,23.98,10.39,8.78,
奥迪,47.09,6.6,25,
丰田,48,16,15.58,
长安凯程,4.79,2.6,2.15,
宝马,119.8,7.9,63.8,
大众,11.89,5.1,4.89,
本田,14.98,5.7,8.68,
保时捷,68.8,15,22.88,
别克,17.58,7.6,7.98,
沃尔沃,44.88,11.5,16.78,
三菱,44.8,10.7,16.69,
本田,13.78,7,6.88,
凯迪拉克,30.97,4.1,18,
奥迪,19.65,5,8.98,
奔驰,35.38,6.6,17.9,
奥迪,41.88,13.3,16,
吉利汽车,11.68,7,6.38,
奥迪,19.92,2.15,11.7,
丰田,25.78,5.6,17.3,
三菱,17.68,5.8,9.68,
吉利汽车,14.58,3.5,7.98,
马自达,19.18,12,5.78,
广汽传祺,19.28,5.4,12.98,
奔驰,31.58,5.2,17.38,
马自达,13.89,10.6,5.36,
路虎,82.8,13,31.98,
奥迪,34.38,3.4,21.8,
别克,46.99,11.72,29.9,
凯迪拉克,42.27,2.5,27,
宝马,32.59,13,12.78,
奥迪,78.78,13.94,30.8,
奔驰,44.01,0.7,41,
奔驰,57.6,8.12,27.5,
保时捷,暂无报价,1.4,55.8,
宝马,27.98,1.8,16.98,
保时捷,74.7,11.3,26.8,
丰田,10.58,12.4,3.38,
大众,13.39,9.5,5.38,
奥迪,41.58,2.1,25.28,
日产,23.88,4.3,13.58,
沃尔沃,41.99,4.4,23.98,
奔驰,44.7,3.71,23.68,
别克,31.39,6.6,25.8,
奥迪,30.58,1.73,18.8,
奔驰,61.68,3.9,45.6,
丰田,12.78,4.5,7.9,
奔驰,41.98,6.2,25.88,
大众,25.98,6.4,12.88,
本田,19.98,3.4,13.2,
日产,11.39,5,6.58,
日产,11.39,10.4,5.68,
奔驰,47.88,1.2,43.6,
丰田,23.98,11,9.98,
宝马,30.98,1.4,20.68,
思铭,15.98,6.3,8,
大众,10.39,4,4.78,
奔驰,35.08,7.4,19.18,
大众,10.39,6.45,5.28,
大众,57.38,3.4,26.8,
奥迪,22.67,7.1,11.5,
别克,31.79,2.6,27.98,
哈弗,26.18,4.68,19.9,
福特,19.28,7,9.9,
丰田,55.13,10,35.3,
瑞驰,10.28,15,3.6,
本田,16.39,1.7,11.88,
雷克萨斯,27.9,14.2,15.6,
别克,17.28,7.8,8.98,
奥迪,28.78,5.31,17.3,
奔驰,39.28,13.17,25.3,
大众,24.68,9.3,12.85,
宾利,275.1,1.8,279.3,
丰田,29.48,9,15.38,
东风风行,7.39,5.6,3.88,
本田,8.18,8.7,3.98,
奥迪,31.88,3.8,19.38,
奔驰,44.5,11.7,19.9,
比亚迪,26.28,2.95,16.1,
宝马,26.98,2.9,16.48,
宝马,39.99,2.54,22.98,
路虎,113.8,4.4,69.8,
哈弗,16.58,1.2,10.98,
奔驰,30.28,4.1,18.78,
本田,13.78,9,6.88,
奔驰,35.68,6.9,23.7,
现代,8.49,8.2,4.66,
雷克萨斯,37.4,11.4,20.6,
MINI,18.38,6,10.98,
路虎,38.28,2.7,22.98,
奥迪,30.98,4.56,19.9,
奔驰,61.8,14.1,29.8,
起亚,7.98,3.1,5.2,
本田,7.38,10,3.58,
本田,8.18,8.5,3.98,
本田,13.99,6.6,8,
MINI,42.98,0.9,29.8,
丰田,24.28,8.33,11.98,
劳斯莱斯,570,1,588,
奔驰,73.58,0.8,63.88,
奔驰,49.28,5.9,32.58,
奔驰,32.88,6,18.99,
宝马,46.69,5.4,34.8,
远程汽车,13.88,4,6.38,
奔驰,34.18,7.5,22.8,
雷克萨斯,21.5,10.2,10.78,
远程汽车,13.88,4,6.48,
大众,14.09,2.05,8.88,
本田,13.68,16.5,5.8,
奥迪,22.98,2.5,15.5,
本田,8.98,11,4.58,
特斯拉,31.69,2.6,21.5,
本田,30.98,6,22.38,
保时捷,55.4,2.2,53.9,
本田,22.89,1.8,16.56,
路虎,78.88,4.1,53.8,
本田,17.99,0.8,14.58,
宝马,54.99,1.83,39.98,
奔驰,93.8,3.2,52.8,
奔驰,暂无报价,3.6,61.8,
保时捷,54.5,4.7,37.6,
东风纳米,5.27,1.92,3.85,
奔驰,189.2,0.8,216.8,
长安,12.39,5.1,8.58,
奥迪,127.48,0.7,98.9,
丰田,13.68,2,8.98,
宝马,39.96,1.2,31.3,
大众,18.69,0.01,15.4,
奥迪,37.18,4.96,26,
东风纳米,4.57,2.7,3.59,
奥迪,41.76,0.75,32.9,
保时捷,89.5,4.8,59.8,
别克,33.99,2.3,26.98,
保时捷,89.5,9.2,56.3,
丰田,45.08,12.5,39.6,
奔驰,49.88,5.2,39.8,
MINI,22.98,3.2,16.6,
本田,8.58,8.5,5.48,
坦克,21.38,3.23,19.91,
本田,26.68,11.07,14.98,
奔驰,39.28,7.04,28.6,
宝马,126.9,0.55,103.6,
宝马,230,0.54,187.8,
保时捷,66.1,1.91,56.8,
大众,14.69,6.2,9.58,
大众,18.69,0.02,15.4,
大众,16.58,0.82,13.7,
哈弗,13.59,1.95,10.8,
别克,23.29,7.7,15.68,
宝马,42.58,6.5,28.6,
凯迪拉克,35.27,3,23.8,
奔驰,254.7,0.01,298.88,
北京汽车,10.99,0.01,9.29,
保时捷,91.3,2.9,73.88,
保时捷,56.5,0.72,58.6,
丰田,48.98,7.6,41.18,
丰田,暂无报价,10.5,77.9,
奔驰,35.12,5,27.8,
丰田,21.98,4.38,17.9,
别克,31.79,6.9,24.98,
奔驰,暂无报价,9,25.3,
丰田,92.8,3.5,89.8,
英菲尼迪,暂无报价,9,46.89,
奔驰,29.38,0.01,39.7,
捷豹,暂无报价,15,6.2,
东风,暂无报价,6,5.18,
奔驰,28.2,11,6.98,
别克,21.98,9.51,7.58,
宝马,28.5,11.2,6.28,
凯迪拉克,27.38,7,10.08,
大众,28.38,12.5,9.38,
宝马,33.3,9.7,11.58,
雷克萨斯,36.8,8.5,12.99,
路虎,38.28,3,19.98,
奥迪,34.38,2,20.8,
凯迪拉克,29.99,6.7,14.58,
沃尔沃,33.98,0.56,19.5,
宝马,19.88,6.2,9.98,
埃安,17.28,8.1,7.28,
起亚,10.68,4,4.98,
林肯,34.88,2.9,21.98,
奥迪,41.58,5.96,23.38,
奔驰,26.48,4.8,13.88,
宝马,32.38,10,13.3,
奔驰,22.98,3.3,13.38,
奔驰,39.48,8.5,19.88,
奔驰,31.9,6.9,14.78,
名爵,12.98,0.68,9.28,
奔驰,61.3,2.4,33.6,
奔驰,49.98,4.8,19.3,
大众,15.42,3.8,8.78,
奔驰,92.28,3.6,58.8,
道奇,29.99,8,3.38,
别克,16.29,6.8,5.68,
路特斯,111.8,0.1,89.8,
MINI,33.9,9.3,6.38,
奔驰,61.8,16,6.68,
大众,9.88,8,1.95,
奔驰,35.12,1.59,28.6,
宝马,31.9,13,6.3,
福特,12.78,7.49,2.56,
本田,30.98,5.5,22.78,
众泰,11.98,8.3,3.38,
Jeep,25.98,9.5,7.5,
英菲尼迪,60.8,24.8,4.98,
保时捷,74.5,8,12.39,
宝马,40.8,3,6.9,
福特,14.18,5,4.15,
奇瑞,5.18,11,0.68,
长安欧尚,9.99,1,5,
福特,10.99,9,1.88,
凯迪拉克,27.38,4.9,12.68,
保时捷,54.5,2.68,40.98,
Jeep,22.98,11,5.98,
江汽集团,16.28,9,3.58,
别克,20.39,13.2,1.98,
奔驰,56.29,8.99,37.99,
福特,12.78,11,1.78,
宝马,26.2,13,5.88,
马自达,12.88,10.2,1.88,
凯迪拉克,34.99,12.2,6.6,
雪佛兰,7.04,8,1.35,
奔驰,31.38,3.81,22.8,
路虎,44.28,7.4,13.98,
魏牌,18.88,6.6,5.98,
讴歌,81,13.8,8.98,
奔驰,44.01,1.75,39.6,
奥迪,29.43,15.3,2.2,
雷克萨斯,62,23,4.68,
宝马,26.38,3,10.7,
奔驰,122.8,3.6,34.6,
大众,65.88,8.1,18.8,
别克,19.69,3,9.68,
宝马,35.88,11,8.8,
大众,23.98,9,4.98,
现代,18.38,15.2,1.58,
奇瑞,8.59,7.5,2.18,
宝马,43.6,9,14.7,
林肯,62.06,0.03,51.68,
奔驰,115.46,3,96.08,
起亚,17.78,9,4.58,
保时捷,54.5,0.7,47.8,
宝马,37.9,11.3,9.88,
宝马,48.8,5,16.7,
小鹏汽车,21.19,3.2,11.68,
本田,22.98,15.4,4.2,
大众,66.6,15.8,9.58,
凯迪拉克,29.38,4.2,11.58,
吉利汽车,5.89,5.8,2.1,
奥迪,21.88,4,10.48,
凯迪拉克,28.97,3.5,13.9,
阿尔法·罗密欧,39.98,5,15.88,
小鹏汽车,34.99,3,16.88,
英菲尼迪,30.98,11,9.88,
福特,13.09,14.1,2.58,
马自达,14.78,12,2.95,
日产,10.98,13,3.58,
宝马,43.56,8.4,15.98,
奥迪,23.84,4.4,11.68,
福特,9.79,11.2,1.98,
吉利汽车,15.52,1,12.78,
英菲尼迪,38.98,14.6,12.79,
五菱汽车,13.88,1.8,6.9,
福特,19.28,4.6,8.8,
宝马,55.06,13,13.9,
奔驰,132.9,0.56,115.8,
英菲尼迪,47.98,5.9,21.98,
特斯拉,26.67,1.7,17.8,
沃尔沃,30.99,9.5,6.58,
大众,26.38,12.1,4.58,
保时捷,125.2,13,21.7,
奥迪,25.98,12,5.68,
宝马,39.8,9,11.98,
沃尔沃,47.99,12.6,16.49,
奥迪,42.37,7.3,16.38,
丰田,34.15,14.7,7.68,
奥迪,33.58,7,15.88,
哈弗,14.1,7.64,6.68,
奔驰,76.8,13.9,23.98,
别克,11.89,8,4.68,
英菲尼迪,47.98,9.04,16.98,
MINI,22.5,7.5,7.98,
日产,7.98,6.8,2.48,
宝马,99.38,2.2,51.8,
特斯拉,36.66,4,17.58,
福特,24.98,6.5,10.98,
日产,9.28,13,2.18,
宝马,30.98,10,9.88,
日产,18.88,7.2,3.68,
Jeep,48.99,10.2,13.48,
雪佛兰,8.29,5.3,2.98,
雪佛兰,16.49,7.7,5.28,
玛莎拉蒂,89.8,13,24.98,
MINI,37.9,13,5.88,
保时捷,115.3,13,22.6,
福特,31.98,9.7,12.98,
起亚,15.98,4.86,7.9,
沃尔沃,44.88,10.3,16.7,
